CarCount,BikeCount,BusCount,TruckCount,Weighted_Traffic_Index,Clearance_Time_min,Clearance_Distance_km,Estimated_Flow_Speed_kmph,EV_Distance_From_Signal_km,Cycle_Position_sec,Current_Signal_State,Queue_Length_m,CarCount_noisy,BikeCount_noisy,BusCount_noisy,TruckCount_noisy,Weighted_Traffic_Index_noisy,Estimated_Flow_Speed_kmph_noisy,Driver_Reaction_Delay_s,Avg_Vehicle_Length_m,Vehicles_In_Queue_est,Saturation_Flow_veh_per_s,Bottleneck_Factor,Truck_Penalty_s,Clearance_Time_model_s_no_noise,Clearance_Time_model_s,Clearance_Time_model_min,Clearance_Distance_model_km,Clearance_Distance_km_final,Clearance_Time_min_final
118,19,34,1,180.5,12.03,8.02,12.925,0.626715274,107,Red,216.6,134,19,39,1,202.01,12.89,0.756,5.586528497,33,0.5434,0.85,0.003636364,72.20521865,68.301,1.138,0.7943,1.1556,1.757
101,37,32,0,167.5,11.17,7.44,14.875,1.056989962,44,Red,201,86,35,27,0,143.43,13.14,1.275,5.047297297,33,0.6034,1,0,55.96508949,63.547,1.059,0.6677,1.6835,2.484
109,11,48,1,188.5,12.57,8.38,11.725,0.950856731,88,Red,226.2,125,10,44,1,208.78,11.63,0.668,5.980555556,32,0.4626,0.85,0.00375,82.05320012,85.638,1.427,1.0028,1.3717,1.981
143,12,23,3,189.5,12.63,8.42,11.575,1.115331196,116,Red,227.4,151,12,26,3,213.34,10.69,1.793,5.328645833,36,0.469,0.85,0.01,92.10777863,90.877,1.515,1.035,1.4043,2.14
143,40,30,0,208,13.87,9.24,8.8,2.568811742,59,Red,249.6,157,38,34,0,198.86,8.4,0.68,5.017030568,41,0.3879,0.85,0,125.0298173,123.841,2.064,1.3391,2.5242,3.962
128,16,34,0,187,12.47,8.31,11.95,4.413257811,69,Red,224.4,120,15,36,0,199.31,10.74,0.647,5.631578947,34,0.4499,0.85,0,89.55564637,87.158,1.453,0.9709,2.0718,3.162
14,25,14,16,79.5,5.3,3.53,28.075,4.608579945,145,Green,95.4,12,25,15,14,78.12,25.8,1.22,6.545454545,13,0.9499,1,0.129230769,15.03488189,13.831,0.231,0.1651,1.5111,2.352
99,10,11,15,150.5,10.03,6.69,17.425,3.109672057,146,Green,180.6,106,9,10,16,157.51,15.21,1.032,5.639716312,27,0.6364,0.85,0.071111111,51.01622532,49.281,0.821,0.5227,1.4478,2.177
67,1,22,14,128.5,8.57,5.71,20.725,0.18883789,132,Green,154.2,74,1,22,13,122.34,23.34,1.131,6.661818182,20,0.846,1,0.078,24.84966194,25.058,0.418,0.2784,1.0931,1.683
42,2,29,9,104.5,6.97,4.64,24.325,3.390558426,79,Red,125.4,45,2,27,9,98.94,24.55,1.091,7.362650602,15,0.8154,1,0.072,19.55887932,19.723,0.329,0.2235,1.9901,3.127
92,3,33,21,185,12.33,8.22,12.25,0.426085048,22,Red,222,82,3,30,18,180.81,11.87,0.564,6.920300752,28,0.4163,0.85,0.077142857,79.76959943,86.033,1.434,0.9006,1.9985,3.096
91,16,28,9,159,10.6,7.07,16.15,4.243010828,83,Red,190.8,98,14,31,8,142.09,16.32,1.645,5.981456954,27,0.6493,1,0.035555556,43.26379905,41.431,0.691,0.4267,1.4232,2.24
25,9,10,28,100.5,6.7,4.47,24.925,4.580456965,21,Red,120.6,27,10,9,30,110.48,25.88,1.357,7.875,14,0.8102,1,0.257142857,18.89382689,20.123,0.335,0.2062,1.9117,2.844
37,5,12,29,115.5,7.7,5.13,22.675,3.180710801,76,Red,138.6,39,5,12,26,110.26,25.54,1.544,7.664634146,16,0.8189,1,0.195,21.27740518,21.776,0.363,0.2352,2.1931,3.449
55,6,12,29,134,8.93,5.96,19.9,4.699256294,51,Red,160.8,59,6,14,32,129.99,17.98,0.789,7.336036036,19,0.5992,1,0.202105263,32.70005052,37.231,0.621,0.3855,1.2217,1.859
49,8,8,26,117,7.8,5.2,22.45,3.552885059,7,Red,140.4,54,7,7,23,130.83,21.07,1.167,6.687912088,18,0.7614,1,0.153333333,24.96099527,24.102,0.402,0.2808,1.0187,1.596
69,9,3,20,118,7.87,5.24,22.3,4.347487166,137,Green,141.6,71,9,3,18,117.88,25.48,1.079,5.789108911,21,1.0426,1,0.102857143,21.32380995,23.89,0.398,0.2866,2.268,3.214
38,6,6,24,98,6.53,4.36,25.3,4.277969251,114,Red,117.6,33,7,7,28,99.3,24.32,1.451,7.654666667,14,0.7806,1,0.24,19.62592185,21.514,0.359,0.2223,1.8774,2.869
40,8,12,21,104,6.93,4.62,24.4,0.121571606,60,Red,124.8,40,8,12,21,118.24,20.91,1.464,7.140740741,15,0.7133,1,0.168,22.66102005,23.597,0.393,0.2594,2.0036,3.131
53,5,3,20,100,6.67,4.44,25,0.229703701,39,Red,120,46,5,3,21,111.6,22.36,1.077,6.68,16,0.8086,1,0.1575,21.02178667,21.996,0.367,0.2259,1.9115,2.755
21,8,4,28,87,5.8,3.87,26.95,0.441282488,50,Red,104.4,20,8,4,25,78.37,23.12,0.393,7.866666667,12,0.7243,1,0.25,17.21072056,15.066,0.251,0.1576,1.6426,2.512
24,7,4,20,73.5,4.9,3.27,28.975,0.157561061,124,Green,88.2,23,7,4,21,72.91,33.23,1.712,7.492727273,10,1.087,1,0.252,11.16363201,12.671,0.211,0.1368,1.3901,2.166
47,24,24,9,113,7.53,5.02,23.05,2.558319278,73,Red,135.6,41,21,23,10,128.98,21.52,1.222,6.266315789,19,0.8227,1,0.063157895,24.37984612,21.505,0.358,0.2349,0.9527,1.393
90,30,32,8,169,11.27,7.51,14.65,1.727522107,90,Red,202.8,86,31,30,8,162.53,16.51,0.757,5.60516129,31,0.6944,0.85,0.030967742,53.30897615,54.32,0.905,0.646,1.6756,2.485
120,21,22,14,191.5,12.77,8.51,11.275,1.754280095,5,Red,229.8,106,18,25,15,184.12,12.95,1.163,5.880487805,33,0.5229,0.85,0.054545455,75.46411155,71.617,1.194,0.7825,1.9416,2.937
120,12,40,13,212,14.13,9.42,8.2,4.677831039,49,Red,254.4,131,12,36,13,192.6,8.45,0.396,6.0578125,36,0.3324,0.85,0.043333333,127.8549205,125.164,2.086,1.3899,2.5944,3.901
66,14,21,7,118.5,7.9,5.27,22.225,1.077874854,8,Red,142.2,75,13,22,7,104.79,19.11,1.422,5.870940171,21,0.7727,1,0.04,28.63942979,29.586,0.493,0.3154,2.2972,3.255
89,24,12,6,131,8.73,5.82,20.35,3.936190143,69,Red,157.2,78,24,10,6,140.44,17.8,0.412,4.883050847,27,0.8402,1,0.026666667,32.57387257,36.569,0.609,0.3738,1.1907,1.7
80,17,16,5,122.5,8.17,5.44,21.625,0.405566019,138,Green,147,91,15,16,5,132.42,21.51,0.912,5.295275591,23,0.9489,1,0.026086957,25.17667901,24.856,0.414,0.2938,1.0657,1.522
114,21,10,9,157.5,10.5,7,16.375,3.072526527,162,Orange,189,115,22,11,8,179.66,15.91,1.098,4.962179487,32,0.7414,0.85,0.03,51.90633669,59.501,0.992,0.6169,1.5744,2.294
94,20,7,10,134.5,8.97,5.98,19.825,0.996929964,24,Red,161.4,88,22,7,10,145.53,20.46,1.416,4.981102362,27,0.9501,1,0.044444444,29.8785057,30.71,0.512,0.3666,1.2086,1.758
70,18,28,5,131,8.73,5.82,20.35,0.391626836,100,Red,157.2,61,16,25,5,120.91,19.98,1.043,5.965420561,23,0.7967,1,0.026086957,29.93817193,26.889,0.448,0.2811,1.1119,1.716
56,17,15,8,103,6.87,4.58,24.55,0.107689681,119,Red,123.6,56,15,16,8,88.79,27.75,1.254,5.8,18,1.1335,1,0.053333333,17.18735098,15.589,0.26,0.1761,1.9377,2.932
141,15,20,6,190.5,12.7,8.47,11.425,1.898950735,144,Green,228.6,153,13,21,6,218.24,11.54,0.989,5.258549223,37,0.5124,0.85,0.019459459,85.96047305,91.534,1.526,1.0983,1.4669,2.27
150,19,46,7,242.5,16.17,10.78,5,4.998968071,94,Red,291,159,21,49,7,230.89,5.29,0.987,5.831779661,43,0.2151,0.65,0.019534884,308.5557964,266.938,4.449,2.7944,3.1937,4.543
119,37,22,8,186.5,12.43,8.29,12.025,0.756265353,34,Red,223.8,103,37,21,9,175.98,13.46,1.034,5.112352941,37,0.6115,0.85,0.029189189,72.24783639,71.822,1.197,0.7883,1.9136,2.865
144,14,44,5,227,15.13,10.09,5.95,0.118543973,27,Red,272.4,126,14,41,5,254.65,5.32,0.924,5.931182796,39,0.2132,0.65,0.015384615,282.3652758,252.566,4.209,2.9322,3.2901,4.831
110,25,46,6,203.5,13.57,9.04,9.475,2.010677951,117,Red,244.2,107,22,52,6,208.7,8.71,0.325,6.230481283,34,0.3345,0.85,0.021176471,119.9276413,117.525,1.959,1.2081,1.5997,2.5
138,15,31,10,212,14.13,9.42,8.2,4.190443433,132,Green,254.4,130,16,35,11,193.87,7.23,0.693,5.889583333,37,0.2917,0.85,0.035675676,149.9553187,161.198,2.687,1.8455,2.9817,4.584
140,35,41,5,229,15.27,10.18,5.65,4.93134214,75,Red,274.8,129,39,40,5,255.73,5.04,1.098,5.402347418,43,0.2186,0.65,0.013953488,303.7370503,299.984,5,3.1094,3.4629,5.425
103,24,28,8,173,11.53,7.69,14.05,0.745258419,27,Red,207.6,96,26,31,8,198.61,14.1,0.9,5.688198758,31,0.5857,0.85,0.030967742,63.19934445,56.818,0.947,0.6047,1.6675,2.365
142,27,30,5,210.5,14.03,9.36,8.425,1.71573495,149,Green,252.6,155,28,30,4,184.4,7.97,0.938,5.188479263,41,0.3579,0.85,0.011707317,135.7228119,125.622,2.094,1.3199,2.5259,3.889
149,13,22,9,206.5,13.77,9.18,9.025,2.121866677,62,Red,247.8,168,11,22,9,228.94,8.82,0.871,5.360952381,39,0.385,0.65,0.027692308,156.7428482,150.514,2.509,1.7814,2.1513,3.242
126,40,39,8,220.5,14.7,9.8,6.925,0.457211711,126,Green,264.6,122,35,35,7,213.26,7.93,0.655,5.432160804,41,0.3423,0.85,0.020487805,141.5907496,123.307,2.055,1.3,1.725,2.688
78,15,14,28,162.5,10.83,7.22,15.625,1.463784412,3,Red,195,88,13,14,32,163.67,14.02,0.803,6.51292517,26,0.5182,0.85,0.147692308,59.97854892,61.496,1.025,0.633,1.6211,2.434
102,15,11,29,184,12.27,8.18,12.4,3.031516165,65,Red,220.8,97,14,11,27,206.9,12.55,0.877,6.085234899,31,0.4921,0.85,0.104516129,75.09366454,77.516,1.292,0.8734,1.2387,1.867
96,22,20,12,161,10.73,7.16,15.85,0.107368176,48,Red,193.2,95,20,17,13,183.86,13.94,1.002,5.562068966,29,0.5902,0.85,0.053793103,58.86271797,51.131,0.852,0.5541,1.545,2.193
110,24,15,14,172.5,11.5,7.67,14.125,2.590538598,8,Red,207,101,22,15,15,160.19,13.36,1.157,5.484313725,32,0.5721,0.85,0.05625,67.01828203,65.054,1.084,0.7119,1.7556,2.687
97,22,17,13,159.5,10.63,7.09,16.075,2.080683341,94,Red,191.4,101,21,18,12,145.76,16.21,0.928,5.488815789,29,0.6938,1,0.049655172,42.77644445,41.673,0.695,0.4348,1.4331,2.091
53,19,11,18,115,7.67,5.11,22.75,0.274591004,81,Red,138,61,22,12,18,100.53,25.8,0.588,5.859292035,20,1.0447,1,0.108,19.84025194,18.851,0.314,0.2178,2.1747,3.074
82,8,17,29,169.5,11.3,7.53,14.575,4.32421624,85,Red,203.4,85,8,18,32,172.64,14.1,0.441,6.845454545,26,0.4992,0.85,0.147692308,61.86320211,62.935,1.049,0.7106,1.7335,2.465
91,24,18,29,188,12.53,8.36,11.8,2.191821819,157,Green,225.6,87,26,20,32,160.57,10.26,2.039,6.316969697,31,0.3895,0.85,0.123870968,95.79724384,91.37,1.523,0.9932,2.0982,3.32
102,6,14,35,196,13.07,8.71,10.6,0.815693068,158,Green,235.2,107,6,12,31,190.82,10.24,0.548,6.386538462,32,0.3852,0.85,0.11625,98.39804757,95.93,1.599,1.0099,2.1649,3.187
109,6,15,18,170.5,11.37,7.58,14.425,1.839223594,111,Red,204.6,97,5,15,17,148.68,12.89,0.793,6.078358209,29,0.5059,1,0.070344828,58.18692656,63.381,1.056,0.7148,1.7446,2.732
78,16,13,27,159.5,10.63,7.09,16.075,2.011773433,160,Green,191.4,87,17,14,26,154.97,14.77,1.207,6.167361111,27,0.5725,0.85,0.115555556,56.80675797,51.048,0.851,0.5925,1.5671,2.48
66,12,16,33,162,10.8,7.2,15.7,0.32921748,58,Red,194.4,66,11,16,28,139.64,16.26,1.144,6.849586777,25,0.5753,1,0.1344,44.73398839,46.333,0.772,0.4994,1.5045,2.377
100,17,15,22,175,11.67,7.78,13.75,2.945037795,132,Green,210,98,18,14,23,192.6,11.97,1.208,5.904575163,30,0.4814,0.85,0.092,74.61557467,74.741,1.246,0.7675,1.8194,2.854
15,1,1,25,67,4.47,2.98,29.95,4.695974898,96,Red,80.4,15,1,1,28,61.17,29.63,0.823,9.251111111,8,0.803,1,0.42,11.2056401,10.55,0.176,0.1119,1.2591,1.978
16,1,0,33,82.5,5.5,3.67,27.625,2.918523834,5,Red,99,17,1,0,32,78.25,28.53,1.095,9.246,10,0.7735,1,0.384,14.40724822,15.391,0.257,0.176,1.5736,2.301
19,4,0,26,73,4.87,3.24,29.05,2.636142385,145,Green,87.6,17,4,0,28,81.1,28.37,1.025,8.565306122,9,0.8238,1,0.373333333,12.32331513,12.513,0.209,0.1499,1.3859,1.992
10,0,1,34,79.5,5.3,3.53,28.075,1.914409556,113,Red,95.4,11,0,1,35,85.37,24.02,0.875,10.22340426,9,0.5946,1,0.466666667,16.4778927,16.366,0.273,0.1677,1.5126,2.307
14,0,0,28,70,4.67,3.11,29.5,1.37921002,14,Red,84,13,0,0,27,64.1,33.8,1.098,9.5625,8,0.8888,1,0.405,10.50390009,11.032,0.184,0.1188,1.3153,1.97
13,2,0,22,58,3.87,2.58,31.3,0.438004743,71,Red,69.6,14,2,0,20,50.55,30.05,1.422,8.516666667,7,0.8772,1,0.342857143,9.744793303,10.629,0.177,0.1098,1.0979,1.568
18,5,1,20,62,4.13,2.76,30.7,1.138271685,26,Red,74.4,20,5,1,21,66.01,33.27,0.991,7.70212766,9,1.0619,1,0.28,9.746374329,11.128,0.185,0.12,1.176,1.802
18,4,0,18,56,3.73,2.49,31.6,2.985643219,87,Red,67.2,20,4,0,20,54.16,29.95,0.994,7.663636364,8,0.9602,1,0.3,9.625597584,9.999,0.167,0.1094,1.0616,1.604
11,3,0,26,64.5,4.3,2.87,30.325,1.449053799,47,Red,77.4,11,3,0,27,69.65,30.1,1.427,9.241463415,8,0.8163,1,0.405,11.63231851,12.939,0.216,0.1534,1.24,1.941
13,1,0,24,61.5,4.1,2.73,30.775,1.733662396,162,Orange,73.8,13,1,0,21,60.49,29.75,1.385,8.922857143,7,0.8327,1,0.36,10.15138886,8.632,0.144,0.0895,1.1457,1.741
19,5,1,15,53,3.53,2.36,32.05,2.395110522,140,Green,63.6,17,6,1,14,50.55,30.54,1.634,7.007894737,8,1.0592,1,0.21,9.396870091,9.482,0.158,0.11,1.01,1.528
11,3,1,28,70,4.67,3.11,29.5,2.882103092,136,Green,84,12,3,1,24,68.98,25.27,0.3,8.96,8,0.7047,1,0.36,12.01234852,10.984,0.183,0.12,1.316,1.96
11,1,1,40,93,6.2,4.13,26.05,1.759842812,92,Red,111.6,10,1,1,41,99.93,24.96,1.362,10.37358491,10,0.6095,1,0.492,18.26089089,16.038,0.267,0.1871,1.7643,2.635
18,4,1,28,77.5,5.17,3.44,28.375,0.430613959,53,Red,93,18,4,1,30,86.85,31.69,1.241,8.664150943,10,0.9109,1,0.36,12.57915347,12.7,0.212,0.1414,1.4608,2.311
15,2,1,16,49.5,3.3,2.2,32.575,4.156517111,66,Red,59.4,14,2,1,14,42.81,34.44,0.646,7.922580645,7,1.072,1,0.24,7.415850746,7.965,0.133,0.082,0.9292,1.333
20,0,0,27,74,4.93,3.29,28.9,4.445421091,80,Red,88.8,18,0,0,30,74.54,25.83,1.101,9.1875,9,0.7042,1,0.4,14.2814601,13.906,0.232,0.1655,1.4153,2.109
14,5,0,17,50.5,3.37,2.24,32.425,0.108206396,126,Green,60.6,15,5,0,17,43.42,33.31,1.42,7.581081081,7,1.0783,1,0.291428571,8.203128469,8.622,0.144,0.0894,0.9496,1.451
11,3,1,10,34,2.27,1.51,34.9,1.736763031,25,Red,40.8,10,3,1,11,33.68,39.01,0.668,7.736,5,1.2403,1,0.264,4.963282754,4.948,0.082,0.0558,0.6375,0.949
18,5,0,22,64.5,4.3,2.87,30.325,4.304990564,137,Green,77.4,19,6,0,25,71.96,32.14,1.177,7.926,9,1.0003,1,0.333333333,10.50763414,10.309,0.172,0.1215,1.2209,1.784
12,4,0,16,46,3.07,2.04,33.1,2.989187738,136,Green,55.2,11,4,0,14,44.09,29.61,1.349,7.748275862,6,0.9402,1,0.28,8.010620932,7.507,0.125,0.0778,0.8627,1.261
10,2,0,24,59,3.93,2.62,31.15,4.161267359,128,Green,70.8,9,2,0,27,66.65,34.59,0.572,9.686842105,7,0.899,1,0.462857143,8.821286509,8.511,0.142,0.0954,1.1052,1.605
20,0,1,36,93.5,6.23,4.16,25.975,1.203703102,78,Red,112.2,20,0,1,32,97.16,24.43,0.943,9.150943396,11,0.6685,1,0.349090909,17.74684035,16.947,0.282,0.1981,1.7829,2.624
20,1,0,29,78.5,5.23,3.49,28.225,3.011512468,76,Red,94.2,17,1,0,28,88.72,27.84,1.12,9.006521739,9,0.7727,1,0.373333333,13.14080324,13.717,0.229,0.1643,1.4946,2.342
16,4,0,24,66,4.4,2.93,30.1,4.871760913,105,Red,79.2,15,4,0,27,71.09,30.34,0.682,8.667391304,8,0.8717,1,0.405,10.26446931,9.082,0.151,0.1045,1.2347,1.853
18,3,0,22,63.5,4.23,2.82,30.475,1.561360249,0,Red,76.2,19,3,0,25,55.95,33.68,0.648,8.317021277,8,1.0041,1,0.375,8.990333931,7.892,0.132,0.0846,1.1788,1.713
88,11,10,3,114.5,7.63,5.09,22.825,3.728907903,72,Red,137.4,76,10,11,3,105.27,25.78,0.946,5.17,22,1.1607,1,0.016363636,19.91644307,20.873,0.348,0.2393,2.1796,3.224
114,5,9,7,144,9.6,6.4,18.4,0.462541595,88,Red,172.8,126,5,9,7,139.43,20.77,1.321,5.163265306,28,0.9362,1,0.03,31.25913929,31.693,0.528,0.3637,1.2691,1.814
103,3,9,17,152,10.13,6.76,17.2,3.628718365,84,Red,182.4,88,3,10,18,136.96,14.66,1.257,6.112605042,26,0.5726,1,0.083076923,46.74699275,45.768,0.763,0.5248,1.4601,2.296
81,16,7,14,127.5,8.5,5.67,20.875,1.254084137,134,Green,153,75,18,7,15,127.31,23.52,0.655,5.451304348,24,1.0126,1,0.075,24.43136283,21.884,0.365,0.2569,1.0689,1.586
94,1,9,3,114,7.6,5.07,22.9,4.310529544,144,Green,136.8,101,1,9,3,113.02,19.84,1.261,5.186842105,22,0.8907,1,0.016363636,25.97703805,25.284,0.421,0.2624,2.1854,3.467
56,11,9,15,105,7,4.67,24.25,2.403167038,110,Red,126,53,10,10,16,119.37,22.55,0.666,6.275280899,17,0.8608,1,0.112941176,20.52801181,22.312,0.372,0.2324,2.0074,2.956
80,16,5,10,115.5,7.7,5.13,22.675,4.223372503,120,Green,138.6,70,16,6,10,113.2,22.78,0.356,5.194117647,22,1.0214,1,0.054545455,21.94960948,24.515,0.409,0.2785,2.2191,3.463
138,35,47,4,234,15.6,10.4,5,1.475170181,48,Red,280.8,132,30,46,4,254.05,4.97,0.853,5.669811321,42,0.207,0.65,0.011428571,313.0160451,332.039,5.534,3.9572,4.2793,6.231
123,27,22,4,177.5,11.83,7.89,13.375,4.3863021,2,Red,213,115,31,21,4,201.03,13.8,1.449,4.984210526,36,0.6403,0.85,0.013333333,67.60779823,58.682,0.978,0.6485,1.0106,1.439
114,30,36,2,187,12.47,8.31,11.95,1.175419827,71,Red,224.4,126,29,35,2,208.15,11.88,1.262,5.355208333,35,0.5191,0.85,0.006857143,80.59166698,84.712,1.412,1.0106,1.3756,1.947
122,30,37,2,196.5,13.1,8.73,10.525,4.996402067,123,Green,235.8,115,30,36,2,179.33,11.9,0.999,5.418032787,37,0.5149,0.85,0.006486486,85.54503157,78.898,1.315,0.9381,2.1069,3.201
148,10,28,2,199,13.27,8.84,10.15,4.912079096,13,Red,238.8,161,10,26,2,198.76,9.36,0.833,5.288944724,38,0.4134,0.85,0.006315789,108.9812663,102.941,1.716,1.2175,2.3609,3.461
127,38,48,0,218,14.53,9.69,7.3,4.421025485,76,Red,261.6,142,40,45,0,208.04,6.81,0.844,5.31277533,41,0.2994,0.85,0,161.9505268,147.174,2.453,1.7425,2.1399,3.188
113,32,44,1,197,13.13,8.76,10.45,3.464314636,45,Red,236.4,111,34,49,1,191.08,11.77,1.044,5.701025641,35,0.4879,0.85,0.003428571,85.44273619,92.511,1.542,1.0934,2.2434,3.494
131,26,40,1,206,13.73,9.16,9.1,0.658697723,17,Red,247.2,147,28,35,1,197.4,7.94,0.573,5.255450237,40,0.3528,0.85,0.003,133.962688,139.935,2.332,1.6344,2.7632,4.02
108,27,44,5,197.5,13.17,8.78,10.375,3.757714055,106,Red,237,104,25,46,5,216.84,10.72,0.861,5.994444444,34,0.4256,0.85,0.017647059,94.86360946,98.046,1.634,1.1234,1.5062,2.207
109,19,49,3,198,13.2,8.8,10.3,2.175178343,20,Red,237.6,124,18,44,3,195.16,10.86,0.914,5.875132275,35,0.4388,0.85,0.010285714,94.76309745,99.538,1.659,1.0218,2.1885,3.419
125,15,28,3,180.5,12.03,8.02,12.925,1.548830021,64,Red,216.6,110,13,27,3,181.78,12.95,0.46,5.564705882,33,0.5478,0.85,0.010909091,71.34263127,65.709,1.095,0.6871,1.787,2.678
139,30,35,4,214.5,14.3,9.53,7.825,4.694971713,126,Green,257.4,147,31,30,4,245.55,8.28,0.665,5.166509434,42,0.373,0.65,0.011428571,173.9080227,171.02,2.85,1.789,2.176,3.392
103,35,50,2,199.5,13.3,8.87,10.075,2.657390827,10,Red,239.4,103,30,47,2,173.16,9.09,1.164,5.815934066,35,0.3703,0.85,0.006857143,112.3684553,116.861,1.948,1.1995,2.3501,3.472
64,13,40,12,154.5,10.3,6.87,16.825,2.682891115,61,Red,185.4,62,13,43,13,153.94,18.6,1.004,7.109923664,23,0.6372,0.85,0.067826087,43.53702309,45.321,0.755,0.4727,1.4323,2.122
79,1,10,30,154.5,10.3,6.87,16.825,4.184276493,77,Red,185.4,82,1,11,27,167.2,15.01,0.876,6.74214876,24,0.5385,0.85,0.135,53.44422956,58.124,0.969,0.6892,1.6163,2.328
50,2,7,14,89.5,5.97,3.98,26.575,4.407203118,45,Red,107.4,53,2,6,15,80.13,25.78,0.635,6.422368421,14,0.965,1,0.128571429,15.27134345,14.296,0.238,0.163,1.6898,2.661
84,18,18,28,176,11.73,7.82,13.6,4.379371741,41,Red,211.2,72,18,18,27,181.89,11.87,1.631,6.506666667,28,0.4391,0.85,0.115714286,76.76647395,82.992,1.383,0.8944,1.9332,3.038
99,16,39,26,217.5,14.5,9.67,7.375,0.418797786,65,Red,261,89,16,39,24,200.5,7.48,0.665,6.823214286,33,0.2654,0.85,0.087272727,147.0353527,144.397,2.407,1.6797,2.0792,3.3
42,3,27,18,120,8,5.33,22,1.296909748,118,Red,144,45,3,30,20,133.23,23.12,1.101,7.937755102,16,0.7186,1,0.15,23.51651628,24.717,0.412,0.2741,1.0325,1.531
53,2,29,24,145.5,9.7,6.47,18.175,2.691900478,91,Red,174.6,56,2,31,24,137.95,20.58,0.805,7.828318584,20,0.6476,1,0.144,31.83226127,31.409,0.523,0.329,1.2502,1.947
63,10,8,28,136,9.07,6.04,19.6,4.054032942,37,Red,163.2,72,11,8,31,129.03,21.01,1.015,6.58852459,22,0.769,1,0.169090909,29.79267348,33.802,0.563,0.3987,1.2449,1.848
24,8,3,20,72.5,4.83,3.22,29.125,4.379151919,19,Red,87,26,7,3,19,74.64,29.48,1.183,7.101818182,11,1.0109,1,0.207272727,12.27166555,11.091,0.185,0.1201,1.3601,2.029
46,8,6,26,111,7.4,4.93,23.35,3.800455652,50,Red,133.2,52,8,7,22,100.46,26.38,0.452,6.62247191,17,0.9614,1,0.155294118,18.2898404,19.25,0.321,0.2207,2.1044,3.282
20,7,8,26,87.5,5.83,3.89,26.875,1.062145176,60,Red,105,21,8,7,26,81.85,26.7,0.997,8.030645161,12,0.8213,1,0.26,15.86798259,16.232,0.271,0.1743,1.6606,2.394
41,8,7,27,109.5,7.3,4.87,23.575,3.598620774,116,Red,131.4,39,9,7,24,106.76,24.01,1.476,7.046835443,16,0.8288,1,0.18,20.96101931,18.903,0.315,0.21,2.074,3.007
44,5,3,28,107,7.13,4.76,23.95,2.691397387,6,Red,128.4,39,5,3,30,102.3,24.64,1.705,7.5,15,0.8052,1,0.24,20.57391207,17.895,0.298,0.2089,2.0293,2.976
33,6,14,28,113,7.53,5.02,23.05,0.200602355,105,Red,135.6,36,6,15,26,113.84,22.43,0.948,7.828915663,15,0.7056,1,0.208,22.4145034,24.426,0.407,0.2565,2.1619,3.355
30,9,7,25,95,6.33,4.22,25.75,2.153481784,113,Red,114,31,8,7,25,97.84,28.36,1.017,7.477464789,13,0.9294,1,0.230769231,15.23528806,13.67,0.228,0.1635,1.7861,2.638
68,7,5,25,129,8.6,5.73,20.65,1.848708175,27,Red,154.8,59,6,5,22,131.58,18.7,1.885,6.470652174,21,0.6953,1,0.125714286,32.21350445,29.184,0.486,0.302,1.1162,1.646
28,29,26,5,91.5,6.1,4.07,26.275,1.576187829,115,Red,109.8,27,33,25,5,95.73,26.71,1.454,5.732222222,16,1.102,1,0.0375,16.01055626,18.309,0.305,0.2045,1.7507,2.783
96,20,14,18,163,10.87,7.24,15.55,0.667235989,157,Green,195.6,109,22,14,20,153.6,16.59,0.753,5.600606061,30,0.698,0.85,0.08,51.39763846,54.748,0.912,0.6488,1.6375,2.422
24,15,26,13,96.5,6.43,4.29,25.525,1.611417773,33,Red,115.8,24,16,27,12,85.69,28.62,0.752,7.313924051,14,0.9562,1,0.102857143,15.49614558,14.336,0.239,0.1706,1.8184,2.645
70,21,32,18,164.5,10.97,7.31,15.325,4.212392754,116,Red,197.4,69,18,31,19,177.37,17.09,1.383,6.65620438,26,0.6201,0.85,0.087692308,50.79859957,52.185,0.87,0.555,1.5682,2.387
49,21,11,20,116,7.73,5.16,22.6,4.501154276,26,Red,139.2,48,23,12,23,128.21,22.66,0.596,6.277358491,19,0.8649,1,0.145263158,22.70912071,22.942,0.382,0.2404,0.9783,1.521
51,22,12,16,112,7.47,4.98,23.2,4.370505157,49,Red,134.4,47,22,13,17,103.84,24.2,1.435,6.041414141,19,0.9545,1,0.107368421,21.44807822,23.665,0.394,0.2724,2.1554,3.066
84,12,15,15,142.5,9.5,6.33,18.625,1.787457069,102,Red,171,81,11,13,16,138.53,18.03,1.134,5.944628099,25,0.7213,1,0.0768,35.87044231,38.338,0.639,0.3948,1.2851,1.955
99,18,7,20,158.5,10.57,7.04,16.225,2.955676294,72,Red,190.2,95,18,7,18,158.43,16.07,1.207,5.455797101,29,0.6915,0.85,0.074482759,50.62009022,55.658,0.928,0.617,1.5805,2.239
106,10,9,8,140.5,9.37,6.24,18.925,0.381276738,126,Green,168.6,92,9,9,7,141.9,21.23,0.897,5.241025641,27,0.945,1,0.031111111,29.49953968,26.946,0.449,0.3136,1.2026,1.81
6,11,34,20,102.5,6.83,4.56,24.625,0.378844613,128,Green,123,6,12,36,22,107.4,27.81,0.748,9.323684211,12,0.7482,1,0.22,17.00649238,17.722,0.295,0.1988,1.9433,2.83
